model_id,group,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
transition_policy_support,pooled,TRUE,46.8431375222893,5,6.115550510443768e-9,0.9858464408105729,0.971692881621146,0.0913888595899061,0.02077876202672874,11429.13802933765,11478.235562154097
