model_id,group,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
anticipated_harm,pooled,TRUE,176.05564958746834,2,0,0.9514018430090718,0.8542055290272152,0.2931057522932265,0.03761713606679688,10167.412674820938,10206.778046854928
