model_id,group,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
satisfaction_q24,Chile,TRUE,499.04438727724283,14,0,0.6662933233830697,0.4994399850746045,0.2509836201198658,0.15105134875358164,10158.482081140239,10218.82093703541
satisfaction_q24,Ecuador,TRUE,1141.858007430442,14,0,0.7377105530893361,0.6065658296340042,0.23283796294543796,0.12275903052619337,25239.229244519873,25313.48304967376
satisfaction_q24,Egypt,TRUE,244.94600482677558,14,0,0.7825890454409111,0.6738835681613666,0.17271443783834786,0.09533872293839277,9458.115518130078,9518.53053015139
satisfaction_q24,Italy,TRUE,685.4269744663662,14,0,0.649427754266034,0.4741416313990511,0.2677455834668048,0.17922632013563392,12434.961720806845,12498.04269764864
satisfaction_q24,Mexico,TRUE,724.7183792371559,14,0,0.7263032305690179,0.5894548458535269,0.2566005402300529,0.1444805511644702,13923.950777065846,13989.018414295731
satisfaction_q24,Romania,TRUE,598.4284171145401,14,0,0.6906320425848007,0.5359480638772012,0.2528395763284847,0.15038369684165712,11686.218376398092,11748.960456207962
satisfaction_q24,Spain,TRUE,722.7609851772665,14,0,0.6906119304271481,0.535917895640722,0.23096851257104817,0.14561387437726311,17443.514431054686,17511.490154235224
satisfaction_q24,Tanzania,TRUE,261.03928974116957,14,0,0.8098165820736074,0.714724873110411,0.19564490140743762,0.10962514994030442,8335.825218408496,8393.69279101045
