model_id,group,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
satisfaction_q24,pooled,TRUE,11916.13111809612,14,0,0.7186084518935871,0.5779126778403807,0.24818603210005977,0.13395900446174097,250945.138385909,251050.59434894353
