model_id,group,item,factor,loading
personal_transition_cost,pooled,w6sgq21,MR1,0.898176975071656
personal_transition_cost,pooled,w6sgq22,MR1,0.7982925540570559
personal_transition_cost,pooled,w6sgq23,MR1,0.282005124155848
