model_id,invariance_level,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
personal_transition_cost,configural,TRUE,3.413709315225333e-10,0,NA,0.9999999999999395,1,0,6.562024096800765e-8,82155.30393818686,82859.81263359594
personal_transition_cost,metric,TRUE,35.13787888543721,20,0.019382116554188533,0.9973148363639838,0.9955694800005733,0.030244432664643578,0.019817533245848944,82150.44181707196,82712.62552350952
personal_transition_cost,scalar,TRUE,444.488728513701,40,0,0.9282516108628489,0.9408075789618504,0.11054806452653691,0.06485363256724963,82519.79266670022,82939.65138416624
