model_id,group,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
personal_transition_cost,pooled,TRUE,4.04209998805527e-12,0,NA,0.9999999999999992,1,0,1.4139278244527642e-9,83349.54961631095,83392.2471130024
