pooled_n,pooled_nodes,pooled_density,pooled_nonzero_edges,split_adjacency_correlation,split_structure_invariance_p,split_global_strength_p,completed_countries,country_density_min,country_density_max,country_nct_pairs,country_nct_structure_fdr_lt_05,country_nct_global_strength_fdr_lt_05,centrality_stability_coefficient,walktrap_communities,community_pairs_coassigned_80_or_more
7841,21,0.7,147,0.8833836402386587,0.1752988047808765,0.5059760956175299,11,0.07142857142857142,0.24761904761904763,55,23,0,0.7500318836883051,4,97
