model_id,group,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
populist_attitudes_study2,pooled,TRUE,993.0843270176302,14,0,0.59461419573832075,0.39192129360748107,0.18560856473753543,0.12014657207187855,50004.3468390798,50082.9679140883
