model_id,group,item,factor,loading
populist_attitudes_study2,pooled,A20.1,MR1,0.7715465559415775
populist_attitudes_study2,pooled,A20.2,MR1,0.6054000400271831
populist_attitudes_study2,pooled,A20.3,MR1,0.7437157674954623
populist_attitudes_study2,pooled,A21.1,MR1,0.5774157996158719
populist_attitudes_study2,pooled,A21.2*,MR1,0.10286415608294756
populist_attitudes_study2,pooled,A22.1,MR1,0.003356792233610954
populist_attitudes_study2,pooled,A22.2,MR1,0.10630285930123223
