model_id,invariance_level,converged,chisq,df,pvalue,cfi,tli,rmsea,srmr,aic,bic
nativism_study2,configural,TRUE,6.919353978673826e-12,0,NA,0.9999999999999959,1,0,2.133835875646541e-8,21697.02009122431,21899.188569817597
nativism_study2,metric,TRUE,18.76226716122147,6,0.004584546028008396,0.9923612441791615,0.9847224883583231,0.06473963810990503,0.0302268219468865,21703.782358385524,21872.256090546598
nativism_study2,scalar,TRUE,97.7712484124752,12,1.5543122344752192e-15,0.94866228587800006,0.94866228587800006,0.11867581403218949,0.0554266665912586,21770.79133963678,21905.57032536564
