model_id,group,item,factor,loading
nativism_study2,pooled,A23.1,MR1,0.7004981660180507
nativism_study2,pooled,A23.2,MR1,0.7866062702115671
nativism_study2,pooled,A23.3,MR1,0.7809487884240507
